GEN UID,Bus ID,Unit Type,Fuel,MW Inj,MVAR Inj,V Setpoint p.u.,PMax MW,PMin MW,QMax MVAR,QMin MVAR,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fuel Price $/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,Output_pct_4,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4,BUS ID,C0,C1,C2,Csu,capex1,capex2,capex3,fuel_cost1,fuel_cost2,fuel_cost3,fixed_ops1,fixed_ops2,fixed_ops3,var_ops1,var_ops2,var_ops3
149,52,CT,G,,,1.0,10.0,3.0,0.0,0.0,1.0,2.0,0.19,,,,,,,25,2.29,0.3,0.533333333,0.766666667,1.0,,109.1703057,58.05143134,58.0590393,-116.1104706,,52.0,38.0,56.96,0.0016,25.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
150,52,CT,G,,,1.0,10.0,3.0,0.0,0.0,1.0,2.0,1.78,,,,,,,51,2.29,0.3,0.533333333,0.766666667,1.0,,222.7074236,47.66860747,47.67621543,-95.3448229,,52.0,77.0,46.77,0.0016,51.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
151,52,CT,G,,,1.0,40.7,12.21,0.0,0.0,1.0,2.0,9.28,,,,,,,7,2.29,0.3,0.533333333,0.766666667,1.0,,124.4104803,132.9295571,133.0555822,-265.9851393,,52.0,353.0,32.0,0.0016,7.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
152,52,PV,S,,,1.0,14.66666667,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,3824.197531,11472.59259,-15296.79012,,52.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
153,83,PV,S,,,1.0,18.33333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,5975.308642,17925.92593,-23901.23457,,83.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
154,70,PV,S,,,1.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,309760.0,929280.0,-1239040.0,,70.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
155,79,CT,G,,,1.0,30.0,9.0,0.0,0.0,1.0,2.0,3.44,,,,,,,50,2.29,0.3,0.533333333,0.766666667,1.0,,655.0218341,168.3056769,168.3741485,-336.6798253,,79.0,507.0,55.02,0.0016,50.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
156,43,CT,G,,,1.0,661.5,198.45,308.26,-80.7,1.0,2.0,63.37,,,,,,,70,2.29,0.3,0.533333333,0.766666667,1.0,,20220.52402,2970.529782,3003.820852,-5974.350634,,43.0,2325.0,43.19,0.0016,70.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
157,16,WIND,W,,,1.0,249.999999,0.0,42.6,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,1111111.102,3333333.306,-4444444.408,,16.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
158,16,PV,S,,,1.0,536.6666667,0.0,34.29,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,5120197.531,15360592.59,-20480790.12,,16.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
159,38,WIND,W,,,1.0,1.46e-05,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,3.77e-09,1.13e-08,-1.51e-08,,38.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
160,108,PV,S,,,1.0,4.666666667,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,387.1604938,1161.481481,-1548.641975,,108.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
161,74,PV,S,,,1.0,100.0,0.0,6.39,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,177777.7778,533333.3333,-711111.1111,,74.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
162,6,WIND,W,,,1.0,162.4999844,0.0,23.96,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,469444.3544,1408333.063,-1877777.418,,6.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
163,120,WIND,W,,,1.0,185.3999876,0.0,28.84,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,611078.3186,1833234.956,-2444313.274,,120.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
164,3,PV,S,,,1.0,33.33333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,19753.08642,59259.25926,-79012.34568,,3.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
165,82,COAL,C,,,1.0,1175.4,352.62,547.74,-143.4,12.0,12.0,66.56,,,,,,,356,1.78,0.3,0.533333333,0.766666667,1.0,,235080.0,3098.090265,3233.31462,-6331.404886,,82.0,2367.0,18.54,0.0016,356.0,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
166,27,CT,G,,,1.0,927.5,278.25,432.22,-113.15,1.0,2.0,207.82,,,,,,,21,2.29,0.3,0.533333333,0.766666667,1.0,,8505.458515,3108.902596,3174.350524,-6283.25312,,27.0,2558.0,31.66,0.0016,21.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
167,76,PV,S,,,1.0,10.66666667,0.0,1.63,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,2022.716049,6068.148148,-8090.864198,,76.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
168,76,PV,S,,,1.0,5.333333333,0.0,0.81,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,505.6790123,1517.037037,-2022.716049,,76.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
169,76,WIND,W,,,1.0,1.55e-05,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,4.26e-09,1.28e-08,-1.7e-08,,76.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
170,76,PV,S,,,1.0,11.66666667,0.0,1.78,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,2419.753086,7259.259259,-9679.012346,,76.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
171,76,CT,G,,,1.0,357.6,107.28,200.26,-22.89,1.0,2.0,53.95,,,,,,,24,2.29,0.3,0.533333333,0.766666667,1.0,,3747.772926,1598.724975,1608.45386,-3207.178835,,76.0,406.0,43.4,0.0016,24.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
172,13,PV,S,,,1.0,14.0,0.0,2.14,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,3484.444444,10453.33333,-13937.77778,,13.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
173,13,PV,S,,,1.0,21.33333333,0.0,3.26,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,8090.864198,24272.59259,-32363.45679,,13.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
174,13,CT,G,,,1.0,418.0,125.4,234.08,-26.75,1.0,2.0,113.34,,,,,,,77,2.29,0.3,0.533333333,0.766666667,1.0,,14055.02183,1358.964444,1372.257372,-2731.221816,,13.0,1556.0,31.35,0.0016,77.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
175,82,COAL,C,,,1.0,852.2,255.66,397.13,-103.97,12.0,12.0,42.03,,,,,,,237,1.78,0.3,0.533333333,0.766666667,1.0,,113467.0787,2343.292531,2414.375672,-4757.668203,,82.0,2029.0,19.84,0.0016,237.0,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
176,82,CT,G,,,1.0,1850.8,555.24,1036.45,-118.45,1.0,2.0,254.49,,,,,,,73,2.29,0.3,0.533333333,0.766666667,1.0,,58999.30131,6630.124163,6890.731746,-13520.85591,,82.0,2164.0,32.69,0.0016,73.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
177,98,COAL,C,,,1.0,1108.3,332.49,620.65,-70.93,12.0,12.0,15.58,,,,,,,145,1.78,0.3,0.533333333,0.766666667,1.0,,90282.86517,2954.722265,3074.948214,-6029.67048,,98.0,2935.0,18.86,0.0016,145.0,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
178,81,CT,G,,,1.0,803.2,240.96,449.79,-51.4,1.0,2.0,229.65,,,,,,,79,2.29,0.3,0.533333333,0.766666667,1.0,,27708.64629,3676.323953,3725.405186,-7401.729139,,81.0,799.0,43.85,0.0016,79.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
179,1,CT,G,,,1.0,109.9,32.97,55.94,-12.2,1.0,2.0,6.45,,,,,,,62,2.29,0.3,0.533333333,0.766666667,1.0,,2975.458515,434.2181527,435.1370426,-869.3551953,,1.0,101.0,38.63,0.0016,62.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
180,54,CT,G,,,1.0,939.6,281.88,526.18,-60.13,1.0,2.0,214.7,,,,,,,33,2.29,0.3,0.533333333,0.766666667,1.0,,13540.08734,4811.102128,4878.268839,-9689.370966,,54.0,3039.0,49.0,0.0016,33.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
181,98,COAL,C,,,1.0,1980.0,594.0,922.68,-241.56,12.0,12.0,156.5,,,,,,,278,1.78,0.3,0.533333333,0.766666667,1.0,,309235.9551,5782.786517,6166.506067,-11949.29258,,98.0,1473.0,19.64,0.0016,278.0,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
182,78,CT,G,,,1.0,2379.6,713.88,1108.89,-290.31,1.0,2.0,282.78,,,,,,,24,2.29,0.3,0.533333333,0.766666667,1.0,,24939.0393,8659.028416,9089.828706,-17748.85712,,78.0,1261.0,32.54,0.0016,24.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
183,1,CT,G,,,1.0,713.4,214.02,0.0,0.0,1.0,2.0,106.07,,,,,,,44,2.29,0.3,0.533333333,0.766666667,1.0,,13707.24891,4084.535874,4123.255779,-8207.791653,,1.0,2955.0,55.24,0.0016,44.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
184,98,CT,G,,,1.0,570.0,171.0,319.2,-36.48,1.0,2.0,52.87,,,,,,,76,2.29,0.3,0.533333333,0.766666667,1.0,,18917.03057,2250.545852,2275.264105,-4525.809956,,98.0,2028.0,37.99,0.0016,76.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
185,117,COAL,C,,,1.0,1186.8,356.04,553.05,-144.79,12.0,12.0,94.72,,,,,,,114,1.78,0.3,0.533333333,0.766666667,1.0,,76008.53933,3175.618993,3313.479104,-6489.098097,,117.0,2454.0,18.83,0.0016,114.0,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
186,102,CT,G,,,1.0,1036.0,310.8,580.16,-66.3,1.0,2.0,141.34,,,,,,,30,2.29,0.3,0.533333333,0.766666667,1.0,,13572.0524,3803.482232,3885.138133,-7688.620365,,102.0,2012.0,34.65,0.0016,30.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
187,55,COAL,C,,,1.0,1314.8,394.44,612.7,-160.41,12.0,12.0,90.71,,,,,,,272,1.78,0.3,0.533333333,0.766666667,1.0,,200913.2584,3602.686599,3771.887603,-7374.574202,,55.0,2229.0,19.15,0.0016,272.0,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
188,27,PV,S,,,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,6417.777778,19253.33333,-25671.11111,,27.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
189,27,CT,G,,,1.0,746.0,223.8,417.76,-47.74,1.0,2.0,48.67,,,,,,,71,2.29,0.3,0.533333333,0.766666667,1.0,,23129.25764,3132.034488,3174.373988,-6306.408476,,27.0,3562.0,40.21,0.0016,71.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
190,58,PV,S,,,1.0,16.0,0.0,2.44,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,4551.111111,13653.33333,-18204.44444,,58.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
191,58,PV,S,,,1.0,41.33333333,0.0,6.31,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,30372.34568,91117.03704,-121489.3827,,58.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
192,58,WIND,W,,,1.0,332.5999964,0.0,158.26,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,1966626.802,5899880.406,-7866507.208,,58.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
193,58,CT,G,,,1.0,1734.0,520.2,971.04,-110.98,1.0,2.0,457.64,,,,,,,49,2.29,0.3,0.533333333,0.766666667,1.0,,37103.05677,10239.03022,10467.78293,-20706.81315,,58.0,1040.0,55.64,0.0016,49.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
194,7,WIND,W,,,1.0,176.499995,0.0,58.95,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,553817.7464,1661453.239,-2215270.986,,7.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
195,40,CT,G,,,1.0,1280.0,384.0,716.8,-81.92,1.0,2.0,238.81,,,,,,,11,2.29,0.3,0.533333333,0.766666667,1.0,,6148.471616,6636.74721,6761.395983,-13398.14319,,40.0,2874.0,49.18,0.0016,11.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
196,87,PV,S,,,1.0,10.66666667,0.0,1.63,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,2022.716049,6068.148148,-8090.864198,,87.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
197,87,CT,G,,,1.0,427.7,128.31,199.31,-52.18,1.0,2.0,9.57,,,,,,,76,2.29,0.3,0.533333333,0.766666667,1.0,,14194.41048,1470.814023,1484.731053,-2955.545076,,87.0,1402.0,33.18,0.0016,76.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
198,43,PV,S,,,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,7111.111111,21333.33333,-28444.44444,,43.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
199,63,WIND,W,,,1.0,129.9999691,0.0,44.8,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,300444.3017,901332.9052,-1201777.207,,63.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
200,63,PV,S,,,1.0,34.66666667,0.0,5.29,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,21364.93827,64094.81481,-85459.75309,,63.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
201,42,CT,G,,,1.0,603.6,181.08,281.28,-73.64,1.0,2.0,159.43,,,,,,,53,2.29,0.3,0.533333333,0.766666667,1.0,,13969.78166,3354.624293,3382.342589,-6736.966883,,42.0,1182.0,53.74,0.0016,53.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
202,115,CT,G,,,1.0,788.4,236.52,441.5,-50.46,1.0,2.0,61.5,,,,,,,19,2.29,0.3,0.533333333,0.766666667,1.0,,6541.310044,4619.179368,4666.468495,-9285.647862,,115.0,1054.0,56.45,0.0016,19.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
203,99,CT,G,,,1.0,803.2,240.96,449.79,-51.4,1.0,2.0,119.51,,,,,,,59,2.29,0.3,0.533333333,0.766666667,1.0,,20693.79913,2476.55126,2525.632493,-5002.183754,,99.0,3625.0,29.19,0.0016,59.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
204,28,WIND,W,,,1.0,856.9999804,0.0,451.92,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,13056870.51,39170611.54,-52227482.06,,28.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
205,77,WIND,W,,,1.0,1057.999957,0.0,469.73,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,19899802.83,59699408.48,-79599211.3,,77.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
206,22,WIND,W,,,1.0,1799.800027,0.0,862.01,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,57587202.41,172761607.2,-230348809.6,,22.0,0.0,0.0,0.0016,0.0,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
207,89,CT,G,,,1.0,634.7,190.41,295.77,-77.43,1.0,2.0,96.48,,,,,,,28,2.29,0.3,0.533333333,0.766666667,1.0,,7760.524017,1764.631065,1795.279271,-3559.910337,,89.0,975.0,26.44,0.0016,28.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
208,86,CT,G,,,1.0,153.9,46.17,86.18,-9.85,1.0,2.0,45.01,,,,,,,43,2.29,0.3,0.533333333,0.766666667,1.0,,2889.825328,468.3228524,470.1248131,-938.4476655,,86.0,420.0,29.66,0.0016,43.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
209,89,CT,G,,,1.0,590.6,177.18,275.22,-72.05,1.0,2.0,110.74,,,,,,,28,2.29,0.3,0.533333333,0.766666667,1.0,,7221.310044,1571.08426,1597.621452,-3168.705712,,89.0,673.0,25.32,0.0016,28.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
210,106,PV,S,,,1.0,4.333333333,0.0,0.66,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,333.8271605,1001.481481,-1335.308642,,106.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
211,106,CT,G,,,1.0,536.4,160.92,300.38,-34.33,1.0,2.0,32.74,,,,,,,40,2.29,0.3,0.533333333,0.766666667,1.0,,9369.432314,2731.942197,2753.832189,-5485.774387,,106.0,1821.0,49.27,0.0016,40.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
212,92,CT,G,,,1.0,230.0,69.0,128.8,-14.72,1.0,2.0,24.57,,,,,,,28,2.29,0.3,0.533333333,0.766666667,1.0,,2812.227074,689.8549248,693.8795342,-1383.734459,,92.0,61.0,29.13,0.0016,28.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
213,90,CT,G,,,1.0,35.0,10.5,16.31,-4.27,1.0,2.0,1.39,,,,,,,7,2.29,0.3,0.533333333,0.766666667,1.0,,106.9868996,177.4793789,177.5725764,-355.0519554,,90.0,66.0,49.72,0.0016,7.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
214,90,PV,S,,,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,11111.11111,33333.33333,-44444.44444,,90.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
215,90,CT,G,,,1.0,923.8,277.14,517.33,-59.12,1.0,2.0,51.3,,,,,,,50,2.29,0.3,0.533333333,0.766666667,1.0,,20170.30568,3806.703243,3871.63004,-7678.333283,,90.0,1258.0,39.21,0.0016,50.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
216,68,CT,G,,,1.0,48.0,14.4,26.88,-3.07,1.0,2.0,2.71,,,,,,,57,2.29,0.3,0.533333333,0.766666667,1.0,,1194.759825,160.9278603,161.1031476,-322.0310079,,68.0,369.0,32.84,0.0016,57.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
217,68,PV,S,,,1.0,16.66666667,0.0,2.8,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,4938.271605,14814.81481,-19753.08642,,68.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
218,68,PV,S,,,1.0,23.0,0.0,3.86,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,9404.444444,28213.33333,-37617.77778,,68.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
219,68,PV,S,,,1.0,15.66666667,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,4363.45679,13090.37037,-17453.82716,,68.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
220,68,CT,G,,,1.0,815.0,244.5,456.4,-52.16,1.0,2.0,177.54,,,,,,,25,2.29,0.3,0.533333333,0.766666667,1.0,,8897.379913,3533.999757,3584.533712,-7118.533469,,68.0,1533.0,41.47,0.0016,25.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
221,90,PV,S,,,1.0,13.33333333,0.0,2.04,0.0,0.0,0.0,0.0,,,,,,,0,1e-05,0.0,0.333333333,0.666666667,1.0,,0.0,3160.493827,9481.481481,-12641.97531,,90.0,0.0,0.0,0.0016,0.0,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
222,90,CT,G,,,1.0,878.4,263.52,409.33,-107.16,1.0,2.0,57.98,,,,,,,65,2.29,0.3,0.533333333,0.766666667,1.0,,24932.75109,4319.482774,4378.18475,-8697.667524,,90.0,2327.0,47.09,0.0016,65.0,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
