GEN UID,Bus ID,Unit Type,Fuel,MW Inj,MVAR Inj,V Setpoint p.u.,PMax MW,PMin MW,QMax MVAR,QMin MVAR,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fuel Price $/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,Output_pct_4,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4,C0,C1,C2,Csu,BUS ID
266,70,WIND,W,,,1,97.0,0.0,26.32,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,70
267,70,WIND,W,,,1,119.2,0.0,0.0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,70
268,2,CT,G,,,1,170.4,51.12,95.42,-10.91,1,2,44.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9276717336460222,0.3,0.5333333333333333,0.7666666666666666,1.0,,25124.3246065427,24579.03930131004,24856.8384279476,25134.63755458516,,101,55.15,0.008,32,2
269,2,COAL,C,,,1,801.0,240.3,448.56,-51.26,12,12,13.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.024374585232452,0.3,0.5333333333333333,0.7666666666666666,1.0,,19477.408389326076,18488.764044943822,22688.76404494381,26888.76404494382,,2476,19.56,0.02,173,2
271,12,CT,G,,,1,1082.2,324.66,504.31,-132.03,1,2,223.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.099153722441304,0.3,0.5333333333333333,0.7666666666666666,1.0,,21584.938337641503,20744.39592430859,22508.68122270743,24272.96652110625,,2124,40.29,0.008,60,12
272,30,WIND,W,,,1,183.6137147507282,0.0,308.73,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,30
277,34,PV,S,,,1,12.93,0.0,2.04,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,34
278,34,PV,S,,,1,20.69,0.0,3.26,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,34
279,34,WIND,W,,,1,355.8849735336523,0.0,434.31,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,34
280,26,CT,G,,,1,559.0,167.7,313.04,-35.78,1,2,135.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2129843085024006,0.3,0.5333333333333333,0.7666666666666666,1.0,,21623.012397372106,18797.67103347889,19708.99563318778,20620.32023289665,,1485,39.32,0.008,8,26
281,26,WIND,W,,,1,2.63,0.0,3.42,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,26
282,26,PV,S,,,1,27.32,0.0,85.4,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,26
pv_3-c,3,PV,S,,,1,38.82,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,3
pv_6-c,6,PV,S,,,1,116.89,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,6
pv_7-c,7,PV,S,,,1,81.59114301011476,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,7
pv_13-c,13,PV,S,,,1,9.29,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,13
pv_22-c,22,PV,S,,,1,6.49,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,22
pv_26-c,26,PV,S,,,1,0.03,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,26
pv_27-c,27,PV,S,,,1,61.99,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,27
pv_28-c,28,PV,S,,,1,34.96,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,28
pv_29-c,29,PV,S,,,1,287.37,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,29
pv_30-c,30,PV,S,,,1,239.81,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,30
pv_31-c,31,PV,S,,,1,73.56365238699792,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,31
pv_34-c,34,PV,S,,,1,4.49,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,34
pv_38-c,38,PV,S,,,1,2.77,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,38
pv_40-c,40,PV,S,,,1,83.72487155062444,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,40
pv_50-c,50,PV,S,,,1,7.15,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,50
pv_55-c,55,PV,S,,,1,4.41,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,55
pv_59-c,59,PV,S,,,1,10.42,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,59
pv_65-c,65,PV,S,,,1,3.36,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,65
pv_70-c,70,PV,S,,,1,41.65,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,70
pv_76-c,76,PV,S,,,1,35.15,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,76
pv_77-c,77,PV,S,,,1,3.04,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,77
pv_83-c,83,PV,S,,,1,11.49,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,83
pv_88-c,88,PV,S,,,1,30.38,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,88
pv_94-c,94,PV,S,,,1,6.85,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,94
pv_101-c,101,PV,S,,,1,19.63,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,101
pv_102-c,102,PV,S,,,1,19.59,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,102
pv_117-c,117,PV,S,,,1,26.55,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,117
pv_119-c,119,PV,S,,,1,88.17,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,119
wind_3-c,3,WIND,W,,,1,203.73044080210502,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,3
wind_7-c,7,WIND,W,,,1,24.052800264299663,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,7
wind_22-c,22,WIND,W,,,1,15.89,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,22
wind_26-c,26,WIND,W,,,1,45.36,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,26
wind_30-c,30,WIND,W,,,1,67.13,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,30
wind_34-c,34,WIND,W,,,1,101.8450262604625,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,34
wind_50-c,50,WIND,W,,,1,200.0,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,50
wind_59-c,59,WIND,W,,,1,174.2,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,59
wind_70-c,70,WIND,W,,,1,45.9,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,70
wind_94-c,94,WIND,W,,,1,78.0,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,94
wind_102-c,102,WIND,W,,,1,39.44950380668257,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,102
wind_119-c,119,WIND,W,,,1,171.72,0.0,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,119
ct_fe_107_1-c,107,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,107
ct_fe_111_1-c,111,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,111
ct_fe_111_2-c,111,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,111
ct_fe_111_3-c,111,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,111
ct_fe_112_1-c,112,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,112
ct_fe_112_2-c,112,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,112
ct_fe_113_1-c,113,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,113
ct_fe_118_3-c,118,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,118
ct_fe_17_2-c,17,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,17
ct_fe_19_1-c,19,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,19
ct_fe_19_2-c,19,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,19
ct_fe_32_2-c,32,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,32
ct_fe_33_1-c,33,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,33
ct_fe_35_1-c,35,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,35
ct_fe_49_1-c,49,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,49
ct_fe_49_2-c,49,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,49
ct_fe_58_3-c,58,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,58
ct_fe_61_1-c,61,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,61
ct_fe_61_3-c,61,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,61
ct_fe_63_2-c,63,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,63
ct_fe_65_1-c,65,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,65
ct_fe_66_3-c,66,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,66
ct_fe_8_3-c,8,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,8
ct_fe_93_1-c,93,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,93
ct_fe_98_2-c,98,CT,G,,,1,304.6,91.38,170.58,-19.49,1,2,68.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7474486691506212,0.3,0.5333333333333333,0.7666666666666666,1.0,,15333.711021971689,13048.326055312955,13544.908296943233,14041.490538573506,,597,27.85,0.008,69,98
pv_106-c,106,PV,S,,,1,14.87,0.0,0.0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,106
pv_46-c,46,PV,S,,,1,12.284462670688981,0.0,0.0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,46
pv_68-c,68,PV,S,,,1,16.12,0.0,0.0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,68
pv_86-c,86,PV,S,,,1,142.61,0.0,0.0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,86
pv_89-c,89,PV,S,,,1,13.93,0.0,0.0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,89
pv_92-c,92,PV,S,,,1,139.16,0.0,0.0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,92
wind_101-c,101,WIND,W,,,1,678.68,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,101
wind_106-c,106,WIND,W,,,1,97.0,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,106
wind_117-c,117,WIND,W,,,1,360.5093220589874,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,117
wind_13-c,13,WIND,W,,,1,132.5,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,13
wind_27-c,27,WIND,W,,,1,87.5,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,27
wind_28-c,28,WIND,W,,,1,32.2,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,28
wind_29-c,29,WIND,W,,,1,185.0,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,29
wind_33-c,33,WIND,W,,,1,64.42534308997597,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,33
wind_46-c,46,WIND,W,,,1,0.8284479035687866,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,46
wind_6-c,6,WIND,W,,,1,108.8,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,6
wind_68-c,68,WIND,W,,,1,187.33,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,68
wind_76-c,76,WIND,W,,,1,230.0,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,76
wind_77-c,77,WIND,W,,,1,55.83937570217569,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,77
wind_83-c,83,WIND,W,,,1,185.4,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,83
wind_86-c,86,WIND,W,,,1,332.6,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,86
wind_88-c,88,WIND,W,,,1,130.0,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,88
wind_89-c,89,WIND,W,,,1,857.0,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,89
wind_92-c,92,WIND,W,,,1,319.85,0.0,332.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,92
