GEN UID,Bus ID,Unit Type,Fuel,MW Inj,MVAR Inj,V Setpoint p.u.,PMax MW,PMin MW,QMax MVAR,QMin MVAR,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fuel Price $/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,Output_pct_4,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4,C0,C1,C2,Csu
208,86,CT,G,,,1,153.9,46.17,86.18,-9.85,1,2,45.01,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,2889.825327510917,468.3228524017467,470.12481306550217,471.9267737292576,,420,29.66,0.0016,43
209,89,CT,G,,,1,590.6,177.18,275.22,-72.05,1,2,110.74,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,7221.310043668122,1571.084260456089,1597.6214515516738,1624.1586426472593,,673,25.32,0.0016,28
210,106,PV,S,,,1,4.333333333333334,0.0,0.66,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,333.82716049382725,1001.4814814814816,1669.1358024691363,,0,0.0,0.0016,0
211,106,CT,G,,,1,536.4,160.92,300.38,-34.33,1,2,32.74,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,9369.43231441048,2731.9421973799126,2753.8321894847163,2775.7221815895196,,1821,49.27,0.0016,40
212,92,CT,G,,,1,230.0,69.0,128.8,-14.72,1,2,24.57,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,2812.227074235808,689.8549247937893,693.8795342066954,697.9041436196025,,61,29.13,0.0016,28
213,90,CT,G,,,1,35.0,10.5,16.31,-4.27,1,2,1.39,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,106.98689956331877,177.4793789422611,177.57257641921393,177.66577389616697,,66,49.72,0.0016,7
214,90,PV,S,,,1,25.0,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,11111.111111111108,33333.33333333332,55555.555555555555,,0,0.0,0.0016,0
215,90,CT,G,,,1,923.8,277.14,517.33,-59.12,1,2,51.3,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,20170.305676855896,3806.70324269772,3871.6300402678294,3936.556837837942,,1258,39.21,0.0016,50
216,68,CT,G,,,1,48.0,14.4,26.88,-3.07,1,2,2.71,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,1194.759825327511,160.9278602620088,161.1031475982532,161.27843493449794,,369,32.84,0.0016,57
217,68,PV,S,,,1,16.66666666666667,0.0,2.8,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,4938.271604938273,14814.814814814821,24691.358024691377,,0,0.0,0.0016,0
218,68,PV,S,,,1,23.0,0.0,3.86,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,9404.444444444443,28213.333333333332,47022.22222222222,,0,0.0,0.0016,0
219,68,PV,S,,,1,15.66666666666667,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,4363.456790123459,13090.370370370374,21817.283950617293,,0,0.0,0.0016,0
220,68,CT,G,,,1,815.0,244.5,456.4,-52.16,1,2,177.54,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,8897.379912663755,3533.9997573993214,3584.533711790392,3635.067666181465,,1533,41.47,0.0016,25
221,90,PV,S,,,1,13.33333333333333,0.0,2.04,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,3160.4938271604915,9481.481481481474,15802.469135802465,,0,0.0,0.0016,0
222,90,CT,G,,,1,878.4,263.52,409.33,-107.16,1,2,57.98,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,24932.751091703056,4319.482773799127,4378.184749834061,4436.886725868995,,2327,47.09,0.0016,65
223,100,CT,G,,,1,453.2,135.96,253.79,-29.0,1,2,15.61,1,1,1,1,1,1,1,2.29,0.30000000000000004,0.5333333333333333,0.7666666666666666,1.0,,3364.366812227074,2011.692570208636,2027.3185719708881,2042.9445737331396,,2943,42.96,0.0016,17
224,100,CT,G,,,1,252.0,75.6,0.0,0.0,1,2,45.26,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,6272.489082969432,1440.1121397379914,1444.9434969432311,1449.774854148472,,289,55.75,0.0016,57
225,86,PV,S,,,1,12.33333333333333,0.0,2.07,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,2704.1975308641954,8112.592592592588,13520.987654320981,,0,0.0,0.0016,0
226,86,CT,G,,,1,102.7,30.81,57.51,-6.57,1,2,24.18,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,3363.5371179039303,573.8321888403688,574.6346221601162,575.4370554798646,,156,54.7,0.0016,75
227,54,CT,G,,,1,1189.9,356.97,666.34,-76.15,1,2,13.65,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,25460.742358078605,4713.454280834545,4821.172458014556,4928.890635194566,,663,37.29,0.0016,49
228,44,CT,G,,,1,10.2,3.06,5.19,-1.13,1,2,2.6,1,1,1,1,1,1,1,2.29,0.30000000000000004,0.5333333333333333,0.7666666666666666,1.0,,138.07860262008734,54.74374148471612,54.75165680349344,54.75957212227078,,208,52.66,0.0016,31
229,44,CT,G,,,1,918.3,275.49,514.25,-58.77,1,2,56.14,1,1,1,1,1,1,1,2.29,0.30000000000000004,0.5333333333333333,0.7666666666666666,1.0,,2807.030567685589,3721.598553711791,3785.7545472838383,3849.910540855896,,2112,38.55,0.0016,7
230,91,CT,G,,,1,1690.0,507.0,787.54,-206.18,1,2,453.27,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,48707.423580786024,7573.8403687530335,7791.131237263461,8008.422105773896,,1637,41.73,0.0016,66
231,91,CT,G,,,1,101.9,30.57,57.06,-6.52,1,2,7.78,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,2135.8951965065503,290.26083978651144,291.05082040174676,291.840801016982,,600,27.82,0.0016,48
232,91,COAL,C,,,1,939.7,281.91,526.23,-60.14,12,12,34.98,1,1,1,1,1,1,1,1.78,0.3,0.5333333333333333,0.7666666666666666,1.0,,194275.0561797753,2430.7352466916363,2517.164746636703,2603.5942465817743,,2470,18.48,0.0016,368
233,91,PV,S,,,1,14.33333333333333,0.0,2.41,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,3652.3456790123437,10957.037037037031,18261.728395061724,,0,0.0,0.0016,0
234,91,CT,G,,,1,643.6,193.08,360.42,-41.19,1,2,145.43,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,7026.200873362445,2160.6685632217373,2192.1823169956338,2223.6960707695303,,2859,32.09,0.0016,25
235,65,CT,G,,,1,4008.4,1202.52,1867.91,-489.02,1,2,1030.93,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,19254.323144104805,19467.3887611839,20689.779845030553,21912.17092887725,,1913,42.32,0.0016,11
236,31,WIND,W,,,1,530.1000171191179,0.0,324.86,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,4995662.722661139,14986988.167983416,24978313.613305695,,0,0.0,0.0016,0
237,19,WIND,W,,,1,522.0000272874335,0.0,320.32,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,4844160.506454778,14532481.519364335,24220802.532273892,,0,0.0,0.0016,0
238,49,PV,S,,,1,136.6666666666667,0.0,22.96,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,332049.38271604956,996148.1481481488,1660246.9135802486,,0,0.0,0.0016,0
239,33,CT,G,,,1,15.0,4.5,8.4,-0.96,1,2,3.79,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,26.200873362445414,53.89082969432313,53.90794759825323,53.925065502183436,,419,35.24,0.0016,4
240,15,PV,S,,,1,22.66666666666667,0.0,3.46,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,9133.82716049383,27401.481481481493,45669.13580246915,,0,0.0,0.0016,0
241,15,COAL,C,,,1,1176.0,352.8,658.56,-75.26,12,12,73.44,1,1,1,1,1,1,1,1.78,0.3,0.5333333333333333,0.7666666666666666,1.0,,157240.44943820225,3229.2871910112367,3364.649635955055,3500.0120808988763,,2972,19.38,0.0016,238
242,52,CT,G,,,1,1795.4,538.62,836.66,-219.04,1,2,84.64,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,13328.296943231442,8520.102496263951,8765.342044972344,9010.581593680732,,3296,44.18,0.0016,17
243,88,CT,G,,,1,376.9,113.07,211.06,-24.12,1,2,106.18,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,9710.524017467249,1950.595934400776,1961.4033123959246,1972.2106903910726,,37,50.29,0.0016,59
244,33,CT,G,,,1,215.2,64.56,120.51,-13.77,1,2,47.73,1,1,1,1,1,1,1,2.29,0.30000000000000004,0.5333333333333333,0.7666666666666666,1.0,,7048.034934497817,991.0430913148953,994.5664154643376,998.0897396137804,,8,44.91,0.0016,75
245,113,WIND,W,,,1,260.0000216450519,0.0,144.46,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,1201777.9778742658,3605333.9336227975,6008889.889371329,,0,0.0,0.0016,0
246,80,CT,G,,,1,689.4,206.82,386.06,-44.12,1,2,198.78,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,15353.449781659388,3795.2563807860265,3831.414899004366,3867.573417222707,,1850,53.11,0.0016,51
247,46,WIND,W,,,1,572.4000116113384,0.0,290.04,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,5824742.636313961,17474227.908941884,29123713.18156981,,0,0.0,0.0016,0
248,19,WIND,W,,,1,52.4000230998023,0.0,57.34,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,48813.5541486189,146440.66244585672,244067.7707430947,,0,0.0,0.0016,0
249,113,WIND,W,,,1,500.0000227461816,0.0,308.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,4444444.848821014,13333334.546463042,22222224.244105082,,0,0.0,0.0016,0
250,80,COAL,C,,,1,410.0,123.0,191.06,-50.02,12,12,24.48,1,1,1,1,1,1,1,1.78,0.3,0.5333333333333333,0.7666666666666666,1.0,,35241.573033707864,1050.0043695380768,1066.4576029962543,1082.910836454433,,2184,18.99,0.0016,153
251,118,WIND,W,,,1,1088.000014729177,0.0,530.31,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,21044338.347567808,63133015.042703435,105221691.7378391,,0,0.0,0.0016,0
252,25,WIND,W,,,1,890.2000140444867,0.0,526.51,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,14088107.822307628,42264323.46692288,70440539.11153817,,0,0.0,0.0016,0
253,25,CT,G,,,1,1088.2,326.46,609.39,-69.64,1,2,159.54,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,8553.53711790393,5362.220867151868,5452.312718113537,5542.404569075206,,3636,46.91,0.0016,18
254,23,PV,S,,,1,32.0,0.0,4.89,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,18204.444444444445,54613.33333333333,91022.22222222222,,0,0.0,0.0016,0
255,23,PV,S,,,1,14.66666666666667,0.0,2.24,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,3824.197530864198,11472.592592592595,19120.987654320998,,0,0.0,0.0016,0
256,23,CT,G,,,1,932.0,279.6,434.31,-113.7,1,2,105.24,1,1,1,1,1,1,1,2.29,0.30000000000000004,0.5333333333333333,0.7666666666666666,1.0,,13023.580786026201,2822.571722464822,2888.6562655021835,2954.7408085395437,,1950,28.48,0.0016,32
257,79,CT,G,,,1,229.6,68.88,128.58,-14.69,1,2,42.18,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,2606.8122270742356,1057.8074162057253,1061.818039149927,1065.8286620941292,,485,44.91,0.0016,26
258,8,PV,S,,,1,28.0,0.0,4.28,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,13937.777777777772,41813.33333333332,69688.88888888889,,0,0.0,0.0016,0
259,8,CT,G,,,1,892.0,267.6,415.67,-108.82,1,2,56.28,1,1,1,1,1,1,1,2.29,0.30000000000000004,0.5333333333333333,0.7666666666666666,1.0,,8569.43231441048,2463.9108782144594,2524.4446556040734,2584.9784329936947,,3228,25.92,0.0016,22
260,108,PV,S,,,1,11.33333333333333,0.0,1.73,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,2283.4567901234554,6850.370370370366,11417.283950617277,,0,0.0,0.0016,0
261,108,COAL,C,,,1,1444.0,433.2,672.9,-176.17,12,12,111.16,1,1,1,1,1,1,1,1.78,0.3,0.5333333333333333,0.7666666666666666,1.0,,260406.7415730337,3968.4941822721617,4172.582399999999,4376.670617727839,,1423,19.04,0.0016,321
262,17,CT,G,,,1,517.0,155.1,289.52,-33.09,1,2,7.72,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,3837.991266375546,2981.030528869481,3001.3657618631714,3021.700994856867,,804,55.9,0.0016,17
263,29,CT,G,,,1,263.6,79.08,147.62,-16.87,1,2,37.17,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,1151.0917030567684,759.6064380397868,764.8928241280929,770.1792102164001,,9,27.93,0.0016,10
264,29,CT,G,,,1,44.2,13.26,24.75,-2.83,1,2,9.97,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,521.1353711790393,123.89030528869478,124.03893738573508,124.18756948277534,,149,27.45,0.0016,27
265,70,PV,S,,,1,136.6666666666667,0.0,22.96,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,332049.38271604956,996148.1481481488,1660246.9135802486,,0,0.0,0.0016,0
266,70,WIND,W,,,1,96.99998812823827,0.0,26.32,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,167271.07016672645,501813.2105001793,836355.3508336325,,0,0.0,0.0016,0
267,70,WIND,W,,,1,119.1999881287208,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,252597.99413132755,757793.9823939827,1262989.9706566387,,0,0.0,0.0016,0
268,2,CT,G,,,1,170.4,51.12,95.42,-10.91,1,2,44.21,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,2381.1353711790393,961.4836122270741,963.6926708820959,965.9017295371185,,101,55.15,0.0016,32
269,2,COAL,C,,,1,801.0,240.3,448.56,-51.26,12,12,13.17,1,1,1,1,1,1,1,1.78,0.3,0.5333333333333333,0.7666666666666666,1.0,,77850.0,2165.9400000000005,2228.7383999999975,2291.5368000000017,,2476,19.56,0.0016,173
270,120,WIND,W,,,1,578.9999877407346,0.0,296.24,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,5959839.74762259,17879519.24286777,29799198.738112964,,0,0.0,0.0016,0
271,12,CT,G,,,1,1082.2,324.66,504.31,-132.03,1,2,223.44,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,28354.585152838426,4601.80004619117,4690.901158521105,4780.002270851045,,2124,40.29,0.0016,60
272,30,WIND,W,,,1,501.3000961526271,0.0,308.73,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,4467587.313824588,13402761.941473765,22337936.569122948,,0,0.0,0.0016,0
273,120,PV,S,,,1,47.66666666666667,0.0,7.28,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,40393.08641975309,121179.25925925927,201965.4320987655,,0,0.0,0.0016,0
274,120,WIND,W,,,1,746.3999877635443,0.0,389.98,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,9904230.075260784,29712690.225782357,49521150.376303926,,0,0.0,0.0016,0
275,120,WIND,W,,,1,1038.999987796685,0.0,553.84,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,19191483.99362687,57574451.98088062,95957419.96813434,,0,0.0,0.0016,0
276,35,PV,S,,,1,10.66666666666667,0.0,1.63,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,2022.7160493827166,6068.14814814815,10113.580246913589,,0,0.0,0.0016,0
277,34,PV,S,,,1,13.33333333333333,0.0,2.04,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,3160.4938271604915,9481.481481481474,15802.469135802465,,0,0.0,0.0016,0
278,34,PV,S,,,1,21.33333333333334,0.0,3.26,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,8090.8641975308665,24272.5925925926,40454.320987654355,,0,0.0,0.0016,0
279,34,WIND,W,,,1,882.0000399863538,0.0,434.31,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,13829761.253972081,41489283.76191624,69148806.26986043,,0,0.0,0.0016,0
280,26,CT,G,,,1,559.0,167.7,313.04,-35.78,1,2,135.88,1,1,1,1,1,1,1,2.29,0.3,0.5333333333333333,0.7666666666666666,1.0,,1952.8384279475981,2282.0327413876757,2305.806162445414,2329.579583503156,,1485,39.32,0.0016,8
281,26,WIND,W,,,1,56.099983494724,0.0,3.42,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,55950.367077480965,167851.1012324429,279751.83538740495,,0,0.0,0.0016,0
282,26,PV,S,,,1,508.3333333333334,0.0,85.4,0.0,0,0,0.0,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,4593827.160493828,13781481.481481485,22969135.802469146,,0,0.0,0.0016,0
283,61,HYDRO,H,,,1,54.9,0.0,23.5,0.0,0,0,18.2,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,53582.39999999998,160747.19999999995,267912.0,,0,0.0,0.0016,0
284,61,HYDRO,H,,,1,54.0,0.0,17.2,0.0,0,0,22.5,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,51839.99999999999,155519.99999999997,259200.00000000003,,0,0.0,0.0016,0
285,29,HYDRO,H,,,1,108.0,0.0,45.2,0.0,0,0,43.2,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,207359.99999999997,622079.9999999999,1036800.0000000001,,0,0.0,0.0016,0
286,70,HYDRO,H,,,1,58.0,0.0,11.8,0.0,0,0,22.4,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,59804.44444444443,179413.33333333328,299022.22222222225,,0,0.0,0.0016,0
287,122,HYDRO,H,,,1,80.0,0.0,23.5,0.0,0,0,35.2,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,113777.77777777775,341333.33333333326,568888.888888889,,0,0.0,0.0016,0
288,29,HYDRO,H,,,1,17.0,0.0,3.6,0.0,0,0,8.7,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,5137.7777777777765,15413.33333333333,25688.888888888894,,0,0.0,0.0016,0
289,61,HYDRO,H,,,1,13.8,0.0,6.7,0.0,0,0,15.8,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,3385.5999999999995,10156.799999999997,16928.000000000004,,0,0.0,0.0016,0
290,61,HYDRO,H,,,1,39.6,0.0,15.2,0.0,0,0,28.3,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,27878.399999999994,83635.2,139392.00000000003,,0,0.0,0.0016,0
291,49,HYDRO,H,,,1,30.5,0.0,13.5,0.0,0,0,22.4,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,16537.777777777774,49613.33333333333,82688.8888888889,,0,0.0,0.0016,0
292,42,HYDRO,H,,,1,42.0,0.0,15.6,0.0,0,0,15.2,1,1,1,1,1,1,1,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,31359.999999999996,94079.99999999999,156800.0,,0,0.0,0.0016,0
